date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:46:29	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jun%202023%2010:46:37%20GMT	https://fonts.gstatic.com/	/home/tamuzo77/websites/falconV1/fonts.gstatic.com/index.html	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:29	2792/2792	---MC-	200	added ('OK')	text/css	date:Mon,%2005%20Jun%202023%2010:46:36%20GMT	https://fonts.googleapis.com/css?family=Open+Sans:300,400,500,600,700%7cPoppins:300,400,500,600,700,800,900&display=swap	/home/tamuzo77/websites/falconV1/fonts.googleapis.com/css4e0a.css	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:29	2937/2937	---M-Z	200	added ('OK')	text/css	etag:W/%22645b4500-b79%22	https://prium.github.io/falcon/v3.16.0/vendors/simplebar/simplebar.min.css	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/simplebar/simplebar.min.css	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:31	786370/786370	---M-Z	200	added ('OK')	text/css	etag:W/%22645b4500-bffc2%22	https://prium.github.io/falcon/v3.16.0/assets/css/theme-rtl.min.css	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/css/theme-rtl.min.css	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:32	786226/786226	---M-Z	200	added ('OK')	text/css	etag:W/%22645b4500-bff32%22	https://prium.github.io/falcon/v3.16.0/assets/css/theme.min.css	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/css/theme.min.css	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:32	0/0	---M--	200	added ('OK')	text/css	etag:%22645b4500-0%22	https://prium.github.io/falcon/v3.16.0/assets/css/user-rtl.min.css	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/css/user-rtl.min.css	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:33	0/0	---M--	200	added ('OK')	text/css	etag:%22645b4500-0%22	https://prium.github.io/falcon/v3.16.0/assets/css/user.min.css	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/css/user.min.css	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:34	19485/19485	---M--	200	added ('OK')	image/png	etag:%22645b4500-4c1d%22	https://prium.github.io/falcon/v3.16.0/assets/img/icons/spot-illustrations/falcon.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/icons/spot-illustrations/falcon.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:35	4747/4747	---M--	200	added ('OK')	image/png	etag:%22645b4500-128b%22	https://prium.github.io/falcon/v3.16.0/assets/img/products/3-thumb.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/products/3-thumb.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:36	1052/1052	---M--	200	added ('OK')	image/png	etag:%22645b4500-41c%22	https://prium.github.io/falcon/v3.16.0/assets/img/icons/zip.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/icons/zip.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:37	30463/30463	---M--	200	added ('OK')	image/jpeg	etag:%22645b4500-76ff%22	https://prium.github.io/falcon/v3.16.0/assets/img/team/1.jpg	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/team/1.jpg	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:38	47500/47500	---M--	200	added ('OK')	image/jpeg	etag:%22645b4500-b98c%22	https://prium.github.io/falcon/v3.16.0/assets/img/team/2.jpg	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/team/2.jpg	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:39	21660/21660	---M--	200	added ('OK')	image/jpeg	etag:%22645b4500-549c%22	https://prium.github.io/falcon/v3.16.0/assets/img/team/3.jpg	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/team/3.jpg	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:40	6527/6527	---M--	200	added ('OK')	image/png	etag:%22645b4500-197f%22	https://prium.github.io/falcon/v3.16.0/assets/img/team/1-thumb.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/team/1-thumb.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:41	2162/2162	---M--	200	added ('OK')	image/jpeg	etag:%22645b4500-872%22	https://prium.github.io/falcon/v3.16.0/assets/img/icons/weather-sm.jpg	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/icons/weather-sm.jpg	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:42	73174/73174	---M--	200	added ('OK')	image/png	etag:%22645b4500-11dd6%22	https://prium.github.io/falcon/v3.16.0/assets/img/logos/oxford.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/logos/oxford.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:43	35168/35168	---M--	200	added ('OK')	image/jpeg	etag:%22645b4500-8960%22	https://prium.github.io/falcon/v3.16.0/assets/img/team/10.jpg	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/team/10.jpg	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:44	2568/2568	---M--	200	added ('OK')	image/png	etag:%22645b4500-a08%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/themewagon.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/themewagon.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:45	2749/2749	---M--	200	added ('OK')	image/png	etag:%22645b4500-abd%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/mailbluster.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/mailbluster.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:46	2588/2588	---M--	200	added ('OK')	image/png	etag:%22645b4500-a1c%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/google.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/google.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:47	2856/2856	---M--	200	added ('OK')	image/png	etag:%22645b4500-b28%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/spotify.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/spotify.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:48	8165/8165	---M--	200	added ('OK')	image/png	etag:%22645b4500-1fe5%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/steam.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/steam.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:49	2620/2620	---M--	200	added ('OK')	image/png	etag:%22645b4500-a3c%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/github-light.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/github-light.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:50	2641/2641	---M--	200	added ('OK')	image/png	etag:%22645b4500-a51%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/discord.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/discord.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:51	2497/2497	---M--	200	added ('OK')	image/png	etag:%22645b4500-9c1%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/xbox.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/xbox.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:52	2076/2076	---M--	200	added ('OK')	image/png	etag:%22645b4500-81c%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/trello.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/trello.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:53	2671/2671	---M--	200	added ('OK')	image/png	etag:%22645b4500-a6f%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/hp.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/hp.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:54	1466/1466	---M--	200	added ('OK')	image/png	etag:%22645b4500-5ba%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/linkedin.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/linkedin.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:55	1753/1753	---M--	200	added ('OK')	image/png	etag:%22645b4500-6d9%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/twitter.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/twitter.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:56	1957/1957	---M--	200	added ('OK')	image/png	etag:%22645b4500-7a5%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/facebook.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/facebook.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:57	11368/11368	---M--	200	added ('OK')	image/png	etag:%22645b4500-2c68%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/instagram.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/instagram.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:58	2831/2831	---M--	200	added ('OK')	image/png	etag:%22645b4500-b0f%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/pinterest.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/pinterest.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:46:59	2573/2573	---M--	200	added ('OK')	image/png	etag:%22645b4500-a0d%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/slack.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/slack.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:00	1966/1966	---M--	200	added ('OK')	image/png	etag:%22645b4500-7ae%22	https://prium.github.io/falcon/v3.16.0/assets/img/nav-icons/deviantart.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/nav-icons/deviantart.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:01	5235/5235	---M--	200	added ('OK')	image/png	etag:%22645b4500-1473%22	https://prium.github.io/falcon/v3.16.0/assets/img/team/3-thumb.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/team/3-thumb.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:02	334250/334250	---M-Z	200	added ('OK')	text/html	etag:W/%22645b4500-519aa%22	https://prium.github.io/falcon/v3.16.0/dashboard/analytics.html	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/dashboard/analytics.html	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:03	350789/350789	---M-Z	200	added ('OK')	text/html	etag:W/%22645b4500-55a45%22	https://prium.github.io/falcon/v3.16.0/dashboard/crm.html	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/dashboard/crm.html	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:04	359934/359934	---M-Z	200	added ('OK')	text/html	etag:W/%22645b4500-57dfe%22	https://prium.github.io/falcon/v3.16.0/dashboard/e-commerce.html	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/dashboard/e-commerce.html	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:05	360694/360694	---M-Z	200	added ('OK')	text/html	etag:W/%22645b4500-580f6%22	https://prium.github.io/falcon/v3.16.0/dashboard/project-management.html	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/dashboard/project-management.html	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:06	329746/329746	---M-Z	200	added ('OK')	text/html	etag:W/%22645b4500-50812%22	https://prium.github.io/falcon/v3.16.0/dashboard/saas.html	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/dashboard/saas.html	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:07	376258/376258	---M-Z	200	added ('OK')	text/html	etag:W/%22645b4500-5bdc2%22	https://prium.github.io/falcon/v3.16.0/dashboard/support-desk.html	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/dashboard/support-desk.html	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:08	19443/19443	---M--	200	added ('OK')	image/png	etag:%22645b4500-4bf3%22	https://prium.github.io/falcon/v3.16.0/assets/img/icons/spot-illustrations/authentication-corner.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/icons/spot-illustrations/authentication-corner.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:09	72526/72526	---M--	200	added ('OK')	image/png	etag:%22645b4500-11b4e%22	https://prium.github.io/falcon/v3.16.0/assets/img/icons/spot-illustrations/navbar-vertical.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/icons/spot-illustrations/navbar-vertical.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:10	84751/84751	---M--	200	added ('OK')	image/jpeg	etag:%22645b4500-14b0f%22	https://prium.github.io/falcon/v3.16.0/assets/img/generic/falcon-mode-default.jpg	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/generic/falcon-mode-default.jpg	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:11	67252/67252	---M--	200	added ('OK')	image/jpeg	etag:%22645b4500-106b4%22	https://prium.github.io/falcon/v3.16.0/assets/img/generic/falcon-mode-dark.jpg	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/generic/falcon-mode-dark.jpg	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:12	305/305	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22645b4500-131%22	https://prium.github.io/falcon/v3.16.0/assets/img/icons/left-arrow-from-left.svg	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/icons/left-arrow-from-left.svg	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:13	387/387	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22645b4500-183%22	https://prium.github.io/falcon/v3.16.0/assets/img/icons/arrows-h.svg	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/icons/arrows-h.svg	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:14	173/173	---M--	200	added ('OK')	image/svg+xml	etag:%22645b4500-ad%22	https://prium.github.io/falcon/v3.16.0/assets/img/icons/paragraph.svg	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/icons/paragraph.svg	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:15	494/494	---M--	200	added ('OK')	image/png	etag:%22645b4500-1ee%22	https://prium.github.io/falcon/v3.16.0/assets/img/generic/default.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/generic/default.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:16	387/387	---M--	200	added ('OK')	image/png	etag:%22645b4500-183%22	https://prium.github.io/falcon/v3.16.0/assets/img/generic/inverted.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/generic/inverted.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:17	923/923	---M--	200	added ('OK')	image/png	etag:%22645b4500-39b%22	https://prium.github.io/falcon/v3.16.0/assets/img/generic/card.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/generic/card.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:18	1818/1818	---M--	200	added ('OK')	image/png	etag:%22645b4500-71a%22	https://prium.github.io/falcon/v3.16.0/assets/img/generic/vibrant.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/generic/vibrant.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:19	28719/28719	---M--	200	added ('OK')	image/png	etag:%22645b4500-702f%22	https://prium.github.io/falcon/v3.16.0/assets/img/icons/spot-illustrations/47.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/icons/spot-illustrations/47.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:20	20095/20095	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-4e7f%22	https://prium.github.io/falcon/v3.16.0/vendors/popper/popper.min.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/popper/popper.min.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:21	60554/60554	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-ec8a%22	https://prium.github.io/falcon/v3.16.0/vendors/bootstrap/bootstrap.min.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/bootstrap/bootstrap.min.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:22	6008/6008	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-1778%22	https://prium.github.io/falcon/v3.16.0/vendors/anchorjs/anchor.min.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/anchorjs/anchor.min.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:23	13181/13181	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-337d%22	https://prium.github.io/falcon/v3.16.0/vendors/is/is.min.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/is/is.min.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:24	199560/199560	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-30b88%22	https://prium.github.io/falcon/v3.16.0/vendors/chart/chart.min.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/chart/chart.min.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:25	12693/12693	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-3195%22	https://prium.github.io/falcon/v3.16.0/vendors/countup/countUp.umd.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/countup/countUp.umd.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:27	1017477/1017477	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-f8685%22	https://prium.github.io/falcon/v3.16.0/vendors/echarts/echarts.min.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/echarts/echarts.min.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:28	215707/215707	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-34a9b%22	https://prium.github.io/falcon/v3.16.0/assets/data/world.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/data/world.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:28	278580/278580	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-44034%22	https://prium.github.io/falcon/v3.16.0/vendors/d3/d3.min.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/d3/d3.min.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:30	1196706/1196706	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-1242a2%22	https://prium.github.io/falcon/v3.16.0/vendors/fontawesome/all.min.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/fontawesome/all.min.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:30	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-11d37%22	https://prium.github.io/falcon/v3.16.0/vendors/lodash/lodash.min.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/lodash/lodash.min.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:32	15924/15924	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2003%20May%202023%2000:17:37%20GMT	https://polyfill.io/v3/polyfill.min.js?features=window.scroll	/home/tamuzo77/websites/falconV1/polyfill.io/v3/polyfill.min58be.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:32	19487/19487	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-4c1f%22	https://prium.github.io/falcon/v3.16.0/vendors/list.js/list.min.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/list.js/list.min.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:33	414741/414741	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b4500-65415%22	https://prium.github.io/falcon/v3.16.0/assets/js/theme.js	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/js/theme.js	(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:35	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jun%202023%2010:47:43%20GMT	https://fonts.gstatic.com/robots.txt		(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:36	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2005%20Jun%202023%2010:47:44%20GMT	https://fonts.googleapis.com/robots.txt		(from https://prium.github.io/falcon/v3.16.0/dashboard/lms.html)
11:47:36	14004/14004	---M-Z	200	added ('OK')	text/css	etag:W/%22645b4500-36b4%22	https://prium.github.io/falcon/v3.16.0/vendors/leaflet/leaflet.css	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/leaflet/leaflet.css	(from https://prium.github.io/falcon/v3.16.0/dashboard/analytics.html)
11:47:37	872/872	---M-Z	200	added ('OK')	text/css	etag:W/%22645b4500-368%22	https://prium.github.io/falcon/v3.16.0/vendors/leaflet.markercluster/MarkerCluster.css	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/leaflet.markercluster/MarkerCluster.css	(from https://prium.github.io/falcon/v3.16.0/dashboard/analytics.html)
11:47:38	1287/1287	---M-Z	200	added ('OK')	text/css	etag:W/%22645b4500-507%22	https://prium.github.io/falcon/v3.16.0/vendors/leaflet.markercluster/MarkerCluster.Default.css	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/vendors/leaflet.markercluster/MarkerCluster.Default.css	(from https://prium.github.io/falcon/v3.16.0/dashboard/analytics.html)
11:47:39	11295/11295	---M--	200	added ('OK')	image/png	etag:%22645b4500-2c1f%22	https://prium.github.io/falcon/v3.16.0/assets/img/icons/spot-illustrations/corner-5.png	/home/tamuzo77/websites/falconV1/prium.github.io/falcon/v3.16.0/assets/img/icons/spot-illustrations/corner-5.png	(from https://prium.github.io/falcon/v3.16.0/dashboard/analytics.html)
